"Locality","Assemblage","GeoLayer.Name","Country","Locality.Type","X","Y","Technocomplex","Geostrat..Info..age.min","Geostrat..Info..age.max","Geostrat..Info..correlation","Geostrat..Info..mis","NISP.Sum.class.Mammalia","NISP.Sum.order.Rodentia","NISP.Sum.family.Anatidae"
"Arbreda Cave","Arbreda Cave Archaeological Layer L Micromammal Fauna","Layer B2.2","Spain","cave",2.746944,42.160556,"",46900,125900,"U series (uranium-thorium) dating","-","24","-","-"
"Arbreda Cave","Arbreda Cave Archaeological Layer L Macromammal Fauna","Layer B2.2","Spain","cave",2.746944,42.160556,"",46900,125900,"U series (uranium-thorium) dating","-","32","-","-"
"Arbreda Cave","Arbreda Cave Archaeological Layer M Macromammal Fauna","Layer B2.2","Spain","cave",2.746944,42.160556,"",46900,125900,"U series (uranium-thorium) dating","-","22","-","-"
"Arbreda Cave","Arbreda Cave Archaeological Layer M Micromammal Fauna","Layer B2.2","Spain","cave",2.746944,42.160556,"",46900,125900,"U series (uranium-thorium) dating","-","39","-","-"
"Arbreda Cave","Arbreda Cave Archaeological Layer N Micromammal Fauna","Layer B2.2","Spain","cave",2.746944,42.160556,"",46900,125900,"U series (uranium-thorium) dating","-","93","-","-"
"Arbreda Cave","Arbreda Cave Archaeological Layer N Macromammal Fauna","Layer B2.2","Spain","cave",2.746944,42.160556,"",46900,125900,"U series (uranium-thorium) dating","-","18","-","-"
"Archi","human remains","C-3","Italy","open air",15.659739,38.139989,"",40000,130000,"stratigraphy","-","-","-","-"
"Archi","C3, Fauna","C-3","Italy","open air",15.659739,38.139989,"",40000,130000,"stratigraphy","-","","-","-"
"Archi","D2, Fauna","D-2","Italy","open air",15.659739,38.139989,"",11700,130000,"stratigraphy","-","","-","-"
"Arcy-sur-Cure - Grotte du Bison","Unit B Fauna","Unit B","France","cave",3.762094,47.590478,"",24000,34000,"geology (based on position of layers)","3-2","83","-","-"
"Arcy-sur-Cure - Grotte du Bison","Unit D Fauna","Unit D","France","cave",3.762094,47.590478,"MP/ Chatelperronian",34000,40000,"geology (based on position of layers), palynology","3","1437","3","-"
"Arcy-sur-Cure - Grotte du Bison","Unit I Fauna","Unit I","France","cave",3.762094,47.590478,"MP/ Mousterian - Eurasia",40000,52000,"geology (based on position of layers), palynology","3","1444","5","-"
"Arcy-sur-Cure - Grotte du Bison","Unit I human remains 01","Unit I","France","cave",3.762094,47.590478,"MP/ Mousterian - Eurasia",40000,52000,"geology (based on position of layers), palynology","3","-","-","-"
"Arcy-sur-Cure - Grotte du Bison","Unit I human remains 02","Unit I","France","cave",3.762094,47.590478,"MP/ Mousterian - Eurasia",40000,52000,"geology (based on position of layers), palynology","3","-","-","-"
"Arcy-sur-Cure - Grotte du Bison","Unit I human remains 03","Unit I","France","cave",3.762094,47.590478,"MP/ Mousterian - Eurasia",40000,52000,"geology (based on position of layers), palynology","3","-","-","-"
"Arcy-sur-Cure - Grotte du Bison","Unit I human remains 04","Unit I","France","cave",3.762094,47.590478,"MP/ Mousterian - Eurasia",40000,52000,"geology (based on position of layers), palynology","3","-","-","-"
"Arcy-sur-Cure - Grotte du Renne","Layer Xc Fauna","Unit X","France","cave",3.762272,47.590528,"MP/ Chatelperronian",27000,40000,"14C (radiocarbon) dating, geology (based on position of layers), biostratigraphy (large mammal), palynology","3","1389","-","-"
"Ariendorf","2 fauna","Loess Bed II","Germany","open air",7.3,50.5166667,"MP/ Middle Paleolithic - Eurasia",121000,220000,"TL (thermoluminescence) dating, biostratigraphy (small mammal), biostratigraphy (large mammal)","-","25","","-"
"Arlanpe","Arlanpe SQ2 level VI fauna","Nivel VI","Spain","cave",-2.763036,43.192885,"MP/ Middle Paleolithic - Eurasia",70600,218529,"biostratigraphy (small mammal),U series (uranium-thorium) dating,AAR (amino acid racemization) dating","6-5e","72","-","-"
"Arlanpe","Arlanpe SQ2 level 5 fauna","Nivel 5","Spain","cave",-2.763036,43.192885,"MP/ Middle Paleolithic - Eurasia",70600,218529,"biostratigraphy (small mammal),U series (uranium-thorium) dating,AAR (amino acid racemization) dating","6-5e","39","-","-"
"Arlanpe","Arlanpe SQ2 level 4 fauna","Nivel 4","Spain","cave",-2.763036,43.192885,"MP/ Middle Paleolithic - Eurasia",70600,218529,"biostratigraphy (small mammal),U series (uranium-thorium) dating,AAR (amino acid racemization) dating","6-5e","77","-","-"
"Arlanpe","Arlanpe SQ3 level V fauna","Nivel V","Spain","cave",-2.763036,43.192885,"MP/ Middle Paleolithic - Eurasia",70600,218529,"AAR (amino acid racemization) dating,biostratigraphy (small mammal),U series (uranium-thorium) dating","6-5e","22","-","-"
"Arlanpe","Arlanpe SQ3 level IV fauna","Nivel IV","Spain","cave",-2.763036,43.192885,"MP/ Middle Paleolithic - Eurasia",70600,218529,"AAR (amino acid racemization) dating,biostratigraphy (small mammal),U series (uranium-thorium) dating","6-5e","37","-","-"
"Arlanpe","Arlanpe SQ3 level 3 fauna","Nivel 3","Spain","cave",-2.763036,43.192885,"MP/ Middle Paleolithic - Eurasia",70600,218529,"AAR (amino acid racemization) dating,biostratigraphy (small mammal),U series (uranium-thorium) dating","6-5e","80","-","-"
"Arlanpe","Arlanpe SQ3 level D fauna","Nivel D","Spain","cave",-2.763036,43.192885,"MP/ Middle Paleolithic - Eurasia",70600,218529,"AAR (amino acid racemization) dating,biostratigraphy (small mammal),U series (uranium-thorium) dating","6-5e","292","-","-"
"Arlanpe","Arlanpe Level I","Nivel I","Spain","cave",-2.763036,43.192885,"",1590,70600,"AAR (amino acid racemization) dating","4-1","","-","-"
"Arlanpe","Arlanpe Level II","Nivel II","Spain","cave",-2.763036,43.192885,"",1590,70600,"AAR (amino acid racemization) dating","4-1","","-","-"
"Arlanpe","Arlanpe Level III","Nivel III","Spain","cave",-2.763036,43.192885,"",70600,218529,"AAR (amino acid racemization) dating,biostratigraphy (small mammal),U series (uranium-thorium) dating","6-5e","","-","-"
"Arlanpe","Arlanpe Level 2","Nivel 2","Spain","cave",-2.763036,43.192885,"",1590,70600,"AAR (amino acid racemization) dating","4-1","","-","-"
"Arlanpe","Arlanpe Level I Micromammals","Nivel I","Spain","cave",-2.763036,43.192885,"",1590,70600,"AAR (amino acid racemization) dating","4-1","","","-"
"Arlanpe","Arlanpe Level I-II Micromammals","Nivel I","Spain","cave",-2.763036,43.192885,"",1590,70600,"AAR (amino acid racemization) dating","4-1","","","-"
"Arlanpe","Arlanpe Level I-II Micromammals","Nivel II","Spain","cave",-2.763036,43.192885,"",1590,70600,"AAR (amino acid racemization) dating","4-1","","","-"
"Arlanpe","Arlanpe Level II Micromammals","Nivel II","Spain","cave",-2.763036,43.192885,"",1590,70600,"AAR (amino acid racemization) dating","4-1","","","-"
"Arlanpe","Arlanpe Level II-IV Micromammals","Nivel II","Spain","cave",-2.763036,43.192885,"",1590,70600,"AAR (amino acid racemization) dating","4-1","","","-"
"Arlanpe","Arlanpe Level II-IV Micromammals","Nivel III","Spain","cave",-2.763036,43.192885,"",70600,218529,"AAR (amino acid racemization) dating,biostratigraphy (small mammal),U series (uranium-thorium) dating","6-5e","","","-"
"Arlanpe","Arlanpe Level II-IV Micromammals","Nivel IV","Spain","cave",-2.763036,43.192885,"MP/ Middle Paleolithic - Eurasia",70600,218529,"AAR (amino acid racemization) dating,biostratigraphy (small mammal),U series (uranium-thorium) dating","6-5e","","","-"
"Arlanpe","Arlanpe SQ3 Level V Micromammals","Nivel V","Spain","cave",-2.763036,43.192885,"MP/ Middle Paleolithic - Eurasia",70600,218529,"AAR (amino acid racemization) dating,biostratigraphy (small mammal),U series (uranium-thorium) dating","6-5e","","","-"
"Arlanpe","Arlanpe Level V-VI Micromammals","Nivel V","Spain","cave",-2.763036,43.192885,"MP/ Middle Paleolithic - Eurasia",70600,218529,"AAR (amino acid racemization) dating,biostratigraphy (small mammal),U series (uranium-thorium) dating","6-5e","","","-"
"Arlanpe","Arlanpe Level V-VI Micromammals","Nivel VI","Spain","cave",-2.763036,43.192885,"MP/ Middle Paleolithic - Eurasia",70600,218529,"biostratigraphy (small mammal),U series (uranium-thorium) dating,AAR (amino acid racemization) dating","6-5e","","","-"
"Arlanpe","Arlanpe SQ2 Level VI Micromammals","Nivel VI","Spain","cave",-2.763036,43.192885,"MP/ Middle Paleolithic - Eurasia",70600,218529,"biostratigraphy (small mammal),U series (uranium-thorium) dating,AAR (amino acid racemization) dating","6-5e","","","-"
"Arlanpe","Arlanpe Level 2 Micromammals","Nivel 2","Spain","cave",-2.763036,43.192885,"",1590,70600,"AAR (amino acid racemization) dating","4-1","","","-"
"Arlanpe","Arlanpe SQ3 Level 3 Micromammals","Nivel 3","Spain","cave",-2.763036,43.192885,"MP/ Middle Paleolithic - Eurasia",70600,218529,"AAR (amino acid racemization) dating,biostratigraphy (small mammal),U series (uranium-thorium) dating","6-5e","","","-"
"Arlanpe","Arlanpe SQ2 Level 4 Micromammals","Nivel 4","Spain","cave",-2.763036,43.192885,"MP/ Middle Paleolithic - Eurasia",70600,218529,"biostratigraphy (small mammal),U series (uranium-thorium) dating,AAR (amino acid racemization) dating","6-5e","","","-"
"Arlanpe","Arlanpe Level A Micromammals","Nivel A","Spain","cave",-2.763036,43.192885,"",1590,70600,"AAR (amino acid racemization) dating","4-1","","","-"
"Arlanpe","Arlanpe Level A-B Micromammals","Nivel A","Spain","cave",-2.763036,43.192885,"",1590,70600,"AAR (amino acid racemization) dating","4-1","","","-"
"Arlanpe","Arlanpe Level A-B Micromammals","Nivel B","Spain","cave",-2.763036,43.192885,"",1590,70600,"AAR (amino acid racemization) dating","4-1","","","-"
"Arlanpe","Arlanpe Level B Micromammals","Nivel B","Spain","cave",-2.763036,43.192885,"",1590,70600,"AAR (amino acid racemization) dating","4-1","","","-"
"Arlanpe","Arlanpe SQ3 Level C Micromammals","Nivel C","Spain","cave",-2.763036,43.192885,"MP/ Middle Paleolithic - Eurasia",70600,218529,"AAR (amino acid racemization) dating,biostratigraphy (small mammal),U series (uranium-thorium) dating","6-5e","","","-"
"Arlanpe","Arlanpe SQ3 Level C-D Micromammals","Nivel C","Spain","cave",-2.763036,43.192885,"MP/ Middle Paleolithic - Eurasia",70600,218529,"AAR (amino acid racemization) dating,biostratigraphy (small mammal),U series (uranium-thorium) dating","6-5e","","","-"
"Arlanpe","Arlanpe SQ3 Level C-D Micromammals","Nivel D","Spain","cave",-2.763036,43.192885,"MP/ Middle Paleolithic - Eurasia",70600,218529,"AAR (amino acid racemization) dating,biostratigraphy (small mammal),U series (uranium-thorium) dating","6-5e","","","-"
"Arlanpe","Arlanpe SQ3 Level D Micromammals","Nivel D","Spain","cave",-2.763036,43.192885,"MP/ Middle Paleolithic - Eurasia",70600,218529,"AAR (amino acid racemization) dating,biostratigraphy (small mammal),U series (uranium-thorium) dating","6-5e","","","-"
"Arlanpe","Arlanpe SQ3 Level IV Micromammals","Nivel IV","Spain","cave",-2.763036,43.192885,"MP/ Middle Paleolithic - Eurasia",70600,218529,"AAR (amino acid racemization) dating,biostratigraphy (small mammal),U series (uranium-thorium) dating","6-5e","","","-"
"Arma delle Manie","Fauna","Unit I","Italy","cave",8.375594,44.198639,"MP/ Mousterian - Eurasia",42000,69000,"geology (based on position of layers), biostratigraphy (small mammal)","-","1897","-","-"
"Arma delle Manie","Fauna","Unit II","Italy","cave",8.375594,44.198639,"MP/ Mousterian - Eurasia",42000,69000,"geology (based on position of layers), biostratigraphy (small mammal)","-","1897","-","-"
"Arma delle Manie","Fauna","Unit III","Italy","cave",8.375594,44.198639,"MP/ Mousterian - Eurasia",42000,69000,"geology (based on position of layers), biostratigraphy (small mammal)","4","1897","-","-"
"Arma delle Manie","Fauna","Unit IV","Italy","cave",8.375594,44.198639,"MP/ Mousterian - Eurasia",42000,69000,"geology (based on position of layers), biostratigraphy (small mammal)","4","1897","-","-"
"Arma delle Manie","Fauna","Unit V","Italy","cave",8.375594,44.198639,"MP/ Mousterian - Eurasia",42000,69000,"geology (based on position of layers), biostratigraphy (small mammal)","4","1897","-","-"
"Arma delle Manie","Fauna","Unit VI","Italy","cave",8.375594,44.198639,"MP/ Mousterian - Eurasia",42000,69000,"geology (based on position of layers), biostratigraphy (small mammal)","4","1897","-","-"
"Arma delle Manie","Fauna","Unit VII","Italy","cave",8.375594,44.198639,"MP/ Mousterian - Eurasia",51000,76900,"ESR (electron spin resonance) dating, geology (based on position of layers), biostratigraphy (small mammal)","4","1897","-","-"
"Arrillor","Amk human remains","Amk","Spain","cave",-2.7387,42.9713,"MP/ Mousterian - Eurasia",44500,46900,"14C (radiocarbon) dating","-","-","-","-"
"Arrillor","Amk fauna","Amk","Spain","cave",-2.7387,42.9713,"MP/ Mousterian - Eurasia",44500,46900,"14C (radiocarbon) dating","-","376","-","-"
"Arrillor","Smk-I fauna","Smk-l","Spain","cave",-2.7387,42.9713,"MP/ Mousterian - Eurasia",41400,44800,"14C (radiocarbon) dating","-","368","-","-"
"Arrillor","Lmc fauna","Lmc","Spain","cave",-2.7387,42.9713,"MP/ Mousterian - Eurasia",36100,38100,"14C (radiocarbon) dating","-","805","11","-"
"Artenac","Artenac Layer 10 Fauna","Unit 10","France","cave",0.331572,45.838356,"LP/ Acheulean - Europe",116000,126000,"archaeological (cultural) stratigraphy, biostratigraphy (large mammal)","5e","","","-"
"Artenac","Artenac Layer 9 Fauna","Unit 9","France","cave",0.331572,45.838356,"MP/ Mousterian - Eurasia",71000,126000,"archaeological (cultural) stratigraphy, biostratigraphy (large mammal)","5","","","-"
"Artenac","Artenac Layer 8 Fauna","Unit 8","France","cave",0.331572,45.838356,"MP/ Mousterian - Eurasia",71000,126000,"archaeological (cultural) stratigraphy, biostratigraphy (large mammal)","5","","","-"
"Artenac","Artenac Layer 7 Fauna","Unit 7","France","cave",0.331572,45.838356,"MP/ Mousterian - Eurasia",71000,126000,"archaeological (cultural) stratigraphy, biostratigraphy (large mammal)","5","","","-"
"Artenac","Artenac Layer 6/7 Fauna","Unit 6","France","cave",0.331572,45.838356,"MP/ Mousterian - Eurasia",71000,126000,"archaeological (cultural) stratigraphy, biostratigraphy (large mammal)","5","","","-"
"Artenac","Artenac Layer 6/7 Fauna","Unit 7","France","cave",0.331572,45.838356,"MP/ Mousterian - Eurasia",71000,126000,"archaeological (cultural) stratigraphy, biostratigraphy (large mammal)","5","","","-"
"Artenac","Artenac Layer 6a Fauna","Unit 6","France","cave",0.331572,45.838356,"MP/ Mousterian - Eurasia",71000,126000,"archaeological (cultural) stratigraphy, biostratigraphy (large mammal)","5","","","-"
"Artenac","Artenac Layer 6b Fauna","Unit 6","France","cave",0.331572,45.838356,"MP/ Mousterian - Eurasia",71000,126000,"archaeological (cultural) stratigraphy, biostratigraphy (large mammal)","5","","","-"
"Artenac","Artenac Layer 6c Fauna","Unit 6","France","cave",0.331572,45.838356,"MP/ Mousterian - Eurasia",71000,126000,"archaeological (cultural) stratigraphy, biostratigraphy (large mammal)","5","","","-"
"Axlor","Axlor Nivel 3 human remains 1","Nivel 3","Spain","rock shelter",-2.728878,43.120807,"MP/ Mousterian - Eurasia",40730,43290,"14C (radiocarbon) dating","-","-","-","-"
"Axlor","Axlor Nivel 3 human remains 2","Nivel 3","Spain","rock shelter",-2.728878,43.120807,"MP/ Mousterian - Eurasia",40730,43290,"14C (radiocarbon) dating","-","-","-","-"
"Axlor","Axlor Nivel 3 human remains 3","Nivel 3","Spain","rock shelter",-2.728878,43.120807,"MP/ Mousterian - Eurasia",40730,43290,"14C (radiocarbon) dating","-","-","-","-"
"Axlor","Axlor Nivel 3 human remains 4","Nivel 3","Spain","rock shelter",-2.728878,43.120807,"MP/ Mousterian - Eurasia",40730,43290,"14C (radiocarbon) dating","-","-","-","-"
"Axlor","Axlor Nivel 3 human remains 5","Nivel 3","Spain","rock shelter",-2.728878,43.120807,"MP/ Mousterian - Eurasia",40730,43290,"14C (radiocarbon) dating","-","-","-","-"
"Axlor","Axlor Nivel 1 fauna","Nivel 1","Spain","rock shelter",-2.728878,43.120807,"MP/ Mousterian - Eurasia",0,40730,"geology (based on position of layers)","-","33","-","-"
"Axlor","Axlor Nivel 2 fauna","Nivel 2","Spain","rock shelter",-2.728878,43.120807,"MP/ Mousterian - Eurasia",0,40730,"geology (based on position of layers)","-","64","-","-"
"Axlor","Axlor Nivel 3 fauna","Nivel 3","Spain","rock shelter",-2.728878,43.120807,"MP/ Mousterian - Eurasia",40730,43290,"14C (radiocarbon) dating","-","136","-","-"
"Axlor","Axlor Nivel 4 fauna","Nivel 4","Spain","rock shelter",-2.728878,43.120807,"MP/ Mousterian - Eurasia",40730,43290,"14C (radiocarbon) dating","-","293","-","-"
"Axlor","Axlor Nivel 5 fauna","Nivel 5","Spain","rock shelter",-2.728878,43.120807,"MP/ Mousterian - Eurasia",43290,350000,"archaeological (cultural) stratigraphy, geology (based on position of layers)","-","106","5","-"
"Axlor","Axlor Nivel 6 fauna","Nivel 6","Spain","rock shelter",-2.728878,43.120807,"MP/ Mousterian - Eurasia",43290,350000,"archaeological (cultural) stratigraphy, geology (based on position of layers)","-","497","-","-"
"Axlor","Axlor Nivel 7 fauna","Nivel 7","Spain","rock shelter",-2.728878,43.120807,"MP/ Mousterian - Eurasia",43290,350000,"archaeological (cultural) stratigraphy, geology (based on position of layers)","-","56","-","-"
"Axlor","Axlor Nivel 8 fauna","Nivel 8","Spain","rock shelter",-2.728878,43.120807,"MP/ Mousterian - Eurasia",43290,350000,"archaeological (cultural) stratigraphy, geology (based on position of layers)","-","164","1","-"
"Axlor","Axlor Nivel B-C fauna","Nivel 3","Spain","rock shelter",-2.728878,43.120807,"MP/ Mousterian - Eurasia",40730,43290,"14C (radiocarbon) dating","-","152","-","-"
